Starting training for 200 epochs...
Total batches per epoch: 1299
Using device: mps

Epoch [1/200]
  Batch [0/1299] D_loss: -2.1530, G_loss: 1.0039
  Batch [270/1299] D_loss: -0.0034, G_loss: -0.3225
  Batch [280/1299] D_loss: -0.3743, G_loss: 1.4578
  Batch [290/1299] D_loss: -0.1735, G_loss: -1.0206
  Batch [300/1299] D_loss: -0.1950, G_loss: 0.6439
  Batch [310/1299] D_loss: -0.3007, G_loss: -0.2232
  Batch [320/1299] D_loss: -0.4362, G_loss: 1.1867
  Batch [330/1299] D_loss: -0.3765, G_loss: -0.6760
  Batch [340/1299] D_loss: -0.2134, G_loss: 0.0310
  Batch [350/1299] D_loss: -0.0825, G_loss: 0.7549
  Batch [360/1299] D_loss: -0.2055, G_loss: -0.3300
  Batch [370/1299] D_loss: -0.5082, G_loss: 1.2700
  Batch [380/1299] D_loss: -0.3972, G_loss: -0.1608
  Batch [390/1299] D_loss: -0.3383, G_loss: 0.2681
  Batch [400/1299] D_loss: -0.3039, G_loss: -0.4292
  Batch [410/1299] D_loss: -0.2738, G_loss: 0.1958
  Batch [420/1299] D_loss: -0.2027, G_loss: -0.3174
  Batch [430/1299] D_loss: -0.1295, G_loss: -0.1277
  Batch [440/1299] D_loss: -0.1361, G_loss: -0.1599
  Batch [450/1299] D_loss: -0.0177, G_loss: 0.4526
  Batch [460/1299] D_loss: 0.0503, G_loss: -0.6146
  Batch [470/1299] D_loss: -0.4358, G_loss: -0.1288
  Batch [480/1299] D_loss: -0.3078, G_loss: -1.2707
  Batch [490/1299] D_loss: -0.2852, G_loss: 0.5179
  Batch [500/1299] D_loss: -0.3470, G_loss: 0.3708
  Batch [510/1299] D_loss: -0.2655, G_loss: 0.6607
  Batch [520/1299] D_loss: -0.4484, G_loss: -0.1711
  Batch [530/1299] D_loss: -0.3277, G_loss: -0.1839
  Batch [540/1299] D_loss: -0.2842, G_loss: -0.4672
  Batch [550/1299] D_loss: -0.3269, G_loss: 0.8767
  Batch [560/1299] D_loss: -0.3881, G_loss: 0.0532
  Batch [570/1299] D_loss: -0.3835, G_loss: 0.0532
  Batch [580/1299] D_loss: -0.2002, G_loss: -0.4271
  Batch [590/1299] D_loss: -0.4430, G_loss: 0.8150
  Batch [600/1299] D_loss: -0.2745, G_loss: -0.9160
  Batch [610/1299] D_loss: -0.4681, G_loss: 1.1876
  Batch [620/1299] D_loss: -0.2423, G_loss: -0.3953
  Batch [630/1299] D_loss: -0.3410, G_loss: 0.6540
  Batch [640/1299] D_loss: -0.3375, G_loss: 0.1067
  Batch [650/1299] D_loss: -0.3424, G_loss: 0.5413
  Batch [660/1299] D_loss: -0.2234, G_loss: -0.1748
  Batch [670/1299] D_loss: -0.1326, G_loss: 0.5797
  Batch [680/1299] D_loss: -0.5105, G_loss: 0.2449
  Batch [690/1299] D_loss: -0.3844, G_loss: 0.0751
  Batch [700/1299] D_loss: -0.5265, G_loss: 1.2487
  Batch [710/1299] D_loss: -0.2013, G_loss: -0.1136
  Batch [720/1299] D_loss: -0.2312, G_loss: 0.2060
  Batch [730/1299] D_loss: -0.0975, G_loss: 0.3727
  Batch [740/1299] D_loss: -0.2452, G_loss: -0.2452
  Batch [750/1299] D_loss: -0.2366, G_loss: 0.5235
  Batch [760/1299] D_loss: -0.5241, G_loss: -1.3735
  Batch [770/1299] D_loss: -0.3202, G_loss: -0.0330
  Batch [780/1299] D_loss: -0.0385, G_loss: 0.4325
  Batch [790/1299] D_loss: -0.0104, G_loss: -0.5812
  Batch [800/1299] D_loss: 0.0603, G_loss: 0.3410
  Batch [810/1299] D_loss: -0.4499, G_loss: -1.2158
  Batch [820/1299] D_loss: -0.4412, G_loss: 0.0416
  Batch [830/1299] D_loss: -0.5964, G_loss: 0.4816
  Batch [840/1299] D_loss: -0.1034, G_loss: -0.4772
  Batch [850/1299] D_loss: -0.2068, G_loss: 1.2995
  Batch [860/1299] D_loss: -0.3298, G_loss: -1.9707
  Batch [870/1299] D_loss: -0.0540, G_loss: 0.6412
  Batch [880/1299] D_loss: -0.2393, G_loss: -0.6157
  Batch [890/1299] D_loss: -0.1772, G_loss: 0.6719
  Batch [900/1299] D_loss: -0.6585, G_loss: -0.7606
  Batch [910/1299] D_loss: -0.3402, G_loss: -0.0081
  Batch [920/1299] D_loss: -0.0969, G_loss: 0.3575
  Batch [930/1299] D_loss: -0.1582, G_loss: -0.0403
  Batch [940/1299] D_loss: -0.5810, G_loss: -1.4127
  Batch [950/1299] D_loss: -0.2533, G_loss: 1.6675
  Batch [960/1299] D_loss: -0.4043, G_loss: -0.0969
  Batch [970/1299] D_loss: -0.4896, G_loss: 1.2222
  Batch [980/1299] D_loss: -0.4062, G_loss: 0.1362
  Batch [990/1299] D_loss: -0.8863, G_loss: -0.9774
  Batch [1000/1299] D_loss: -0.4678, G_loss: 0.5472
  Batch [1010/1299] D_loss: -0.1616, G_loss: 0.1445
  Batch [1020/1299] D_loss: -0.2450, G_loss: 0.4798
  Batch [1030/1299] D_loss: -0.3750, G_loss: -0.3416
  Batch [1040/1299] D_loss: -0.8072, G_loss: 1.0671
  Batch [1050/1299] D_loss: -0.2991, G_loss: 0.9229
  Batch [1060/1299] D_loss: -0.4695, G_loss: -0.7242
  Batch [1070/1299] D_loss: -0.0126, G_loss: 0.1997
  Batch [1080/1299] D_loss: -0.2313, G_loss: -0.6741
  Batch [1090/1299] D_loss: -0.3907, G_loss: -0.1133
  Batch [1100/1299] D_loss: -0.2833, G_loss: 0.0768
  Batch [1110/1299] D_loss: -0.2121, G_loss: -0.0266
  Batch [1120/1299] D_loss: -0.1234, G_loss: 0.3918
  Batch [1130/1299] D_loss: -0.2299, G_loss: 0.3688
  Batch [1140/1299] D_loss: -0.4279, G_loss: -0.2298
  Batch [1150/1299] D_loss: -0.5161, G_loss: 1.0545
  Batch [1160/1299] D_loss: -0.3212, G_loss: -0.4981
  Batch [1170/1299] D_loss: -0.2920, G_loss: 0.3110
  Batch [1180/1299] D_loss: -0.3865, G_loss: -0.8557
  Batch [1190/1299] D_loss: -0.4228, G_loss: 0.8212
  Batch [1200/1299] D_loss: -0.7864, G_loss: -0.8279
  Batch [1210/1299] D_loss: -0.4108, G_loss: 1.2775
  Batch [1220/1299] D_loss: -1.2015, G_loss: -0.6455
  Batch [1230/1299] D_loss: -0.2905, G_loss: 0.5605
  Batch [1240/1299] D_loss: -0.3732, G_loss: 0.5133
  Batch [1250/1299] D_loss: -0.1120, G_loss: -0.8493
  Batch [1260/1299] D_loss: -0.1097, G_loss: 1.2559
  Batch [1270/1299] D_loss: -0.3435, G_loss: -0.2913
  Batch [1280/1299] D_loss: -0.0494, G_loss: -0.8284
  Batch [1290/1299] D_loss: -0.6159, G_loss: 1.1302

Epoch 4 Summary:
  Average D_loss: -0.1253
  Average G_loss: 0.0505

Epoch [5/200]
  Batch [0/1299] D_loss: -0.5677, G_loss: -0.5183
  Batch [10/1299] D_loss: -0.3819, G_loss: 0.1691
  Batch [20/1299] D_loss: -0.6082, G_loss: 0.6575
  Batch [30/1299] D_loss: -0.3943, G_loss: -0.0009
  Batch [40/1299] D_loss: -0.2638, G_loss: 0.1851
  Batch [50/1299] D_loss: -0.4706, G_loss: 0.5286
  Batch [60/1299] D_loss: -0.3711, G_loss: 0.2378
  Batch [70/1299] D_loss: -0.1797, G_loss: -0.0579
  Batch [80/1299] D_loss: -0.2228, G_loss: 0.0994
  Batch [90/1299] D_loss: -0.2580, G_loss: -0.4098
  Batch [100/1299] D_loss: -0.0348, G_loss: 0.5393
  Batch [110/1299] D_loss: -1.0148, G_loss: -1.8023
  Batch [120/1299] D_loss: -0.3484, G_loss: 0.6633
  Batch [130/1299] D_loss: -0.3285, G_loss: 0.2021
  Batch [140/1299] D_loss: -0.3798, G_loss: -1.4546
  Batch [150/1299] D_loss: -0.2356, G_loss: 0.8703
  Batch [160/1299] D_loss: -0.7065, G_loss: -1.8082
  Batch [170/1299] D_loss: -0.4442, G_loss: 0.4767
  Batch [180/1299] D_loss: -0.4696, G_loss: 0.4916
  Batch [190/1299] D_loss: -0.5159, G_loss: 0.7542
  Batch [200/1299] D_loss: -0.5011, G_loss: -0.3170
  Batch [210/1299] D_loss: -0.3725, G_loss: -0.4149
  Batch [220/1299] D_loss: -0.0989, G_loss: 0.6911
  Batch [230/1299] D_loss: -0.2354, G_loss: -0.3406
  Batch [240/1299] D_loss: -0.1965, G_loss: -0.0068
  Batch [250/1299] D_loss: -0.0933, G_loss: 0.9525
  Batch [260/1299] D_loss: -0.4936, G_loss: -1.7137
  Batch [270/1299] D_loss: -0.5716, G_loss: 0.8602
  Batch [280/1299] D_loss: -0.3229, G_loss: -0.0408
  Batch [290/1299] D_loss: -0.4744, G_loss: -0.5678
  Batch [300/1299] D_loss: -0.3597, G_loss: 1.0004
  Batch [310/1299] D_loss: -0.2430, G_loss: -0.9026
  Batch [320/1299] D_loss: -0.1745, G_loss: 0.9641
  Batch [330/1299] D_loss: -0.2491, G_loss: -0.0934
  Batch [340/1299] D_loss: -0.0833, G_loss: -1.1968
  Batch [350/1299] D_loss: -0.4836, G_loss: 0.5600
  Batch [360/1299] D_loss: -0.3425, G_loss: -0.1835
  Batch [370/1299] D_loss: -0.3556, G_loss: 0.2203
  Batch [380/1299] D_loss: -0.1754, G_loss: -0.5441
  Batch [390/1299] D_loss: -0.5115, G_loss: -0.1277
  Batch [400/1299] D_loss: -0.1336, G_loss: -0.8615
  Batch [410/1299] D_loss: -0.2949, G_loss: 0.9936
  Batch [420/1299] D_loss: -0.5240, G_loss: -0.6725
  Batch [430/1299] D_loss: -0.3689, G_loss: 0.2073
  Batch [440/1299] D_loss: -0.9809, G_loss: -0.1812
  Batch [450/1299] D_loss: -0.1174, G_loss: 0.1170
  Batch [460/1299] D_loss: -0.0785, G_loss: 0.6004
  Batch [470/1299] D_loss: -0.0702, G_loss: 0.2160
  Batch [480/1299] D_loss: -0.1193, G_loss: -1.3105
  Batch [490/1299] D_loss: -0.0790, G_loss: 0.0113
  Batch [500/1299] D_loss: -0.2476, G_loss: -0.0168
  Batch [510/1299] D_loss: -0.0940, G_loss: -0.0832
  Batch [520/1299] D_loss: -0.4698, G_loss: 0.4513
  Batch [530/1299] D_loss: -0.3466, G_loss: -0.1526
  Batch [540/1299] D_loss: -0.3974, G_loss: 0.5602
  Batch [550/1299] D_loss: -0.2478, G_loss: 1.0952
  Batch [560/1299] D_loss: -0.2153, G_loss: 0.4937
  Batch [570/1299] D_loss: -0.3365, G_loss: 0.4483
  Batch [580/1299] D_loss: -0.2945, G_loss: 0.5663
  Batch [590/1299] D_loss: -0.4324, G_loss: 0.5686
  Batch [600/1299] D_loss: -0.3519, G_loss: 0.4863
  Batch [610/1299] D_loss: -0.1053, G_loss: -0.0050
  Batch [620/1299] D_loss: -0.4380, G_loss: 0.5587
  Batch [630/1299] D_loss: -0.0798, G_loss: 0.2544
  Batch [640/1299] D_loss: 0.0293, G_loss: -0.4861
  Batch [650/1299] D_loss: -0.4353, G_loss: 0.9170
  Batch [660/1299] D_loss: -0.4440, G_loss: -0.7892
  Batch [670/1299] D_loss: -0.1473, G_loss: 0.0593
  Batch [680/1299] D_loss: -0.0163, G_loss: 0.7200
  Batch [690/1299] D_loss: -0.3237, G_loss: -0.4298
  Batch [700/1299] D_loss: -0.3154, G_loss: 0.2494
  Batch [710/1299] D_loss: -0.2880, G_loss: 0.2034
  Batch [720/1299] D_loss: -0.4132, G_loss: 0.2884
  Batch [730/1299] D_loss: -0.4339, G_loss: 0.6237
  Batch [740/1299] D_loss: -0.3267, G_loss: -0.1314
  Batch [750/1299] D_loss: -0.2797, G_loss: -1.2582
  Batch [760/1299] D_loss: -0.2273, G_loss: 0.4339
  Batch [770/1299] D_loss: -0.1497, G_loss: -0.2515
  Batch [780/1299] D_loss: -0.3774, G_loss: 0.0369
  Batch [790/1299] D_loss: -0.0839, G_loss: -0.8533
  Batch [800/1299] D_loss: -0.2710, G_loss: 0.5296
  Batch [810/1299] D_loss: -0.4269, G_loss: -0.6967
  Batch [820/1299] D_loss: -0.1901, G_loss: -0.2070
  Batch [830/1299] D_loss: -0.1835, G_loss: 0.7908
  Batch [840/1299] D_loss: -0.3784, G_loss: -1.0664
  Batch [850/1299] D_loss: -0.2917, G_loss: -0.3798
  Batch [860/1299] D_loss: -0.3439, G_loss: 0.4750
  Batch [870/1299] D_loss: -0.3745, G_loss: 0.8370
  Batch [880/1299] D_loss: -0.2559, G_loss: 0.3247
  Batch [890/1299] D_loss: -0.1447, G_loss: -0.9942
  Batch [900/1299] D_loss: -0.1660, G_loss: 0.8617
  Batch [910/1299] D_loss: -0.2467, G_loss: -0.2867
  Batch [920/1299] D_loss: -0.4337, G_loss: 0.0605
  Batch [930/1299] D_loss: -0.3634, G_loss: 1.0087
  Batch [940/1299] D_loss: -0.4459, G_loss: 1.0519
  Batch [950/1299] D_loss: -0.1587, G_loss: 0.0997
  Batch [960/1299] D_loss: -0.1613, G_loss: -1.0898
  Batch [970/1299] D_loss: -0.4830, G_loss: 0.1921
  Batch [980/1299] D_loss: -0.1163, G_loss: -0.2505
  Batch [990/1299] D_loss: -0.2886, G_loss: -0.3164
  Batch [1000/1299] D_loss: -0.4463, G_loss: -1.0276
  Batch [1010/1299] D_loss: -0.0905, G_loss: -0.3175
  Batch [1020/1299] D_loss: -0.2904, G_loss: 0.5930
  Batch [1030/1299] D_loss: -0.3780, G_loss: -0.6321
  Batch [1040/1299] D_loss: -0.4208, G_loss: 0.0512
  Batch [1050/1299] D_loss: -0.1592, G_loss: -0.1326
  Batch [1060/1299] D_loss: -0.0196, G_loss: -0.7733
  Batch [1070/1299] D_loss: -0.3011, G_loss: 0.1748
  Batch [1080/1299] D_loss: -0.0713, G_loss: 0.3346
  Batch [1090/1299] D_loss: -0.0400, G_loss: -0.5817
  Batch [1100/1299] D_loss: -0.4832, G_loss: 0.7594
  Batch [1110/1299] D_loss: -0.2241, G_loss: -0.5505
  Batch [1120/1299] D_loss: -0.2030, G_loss: 0.7958
  Batch [1130/1299] D_loss: -0.4562, G_loss: 0.1183
  Batch [1140/1299] D_loss: -0.4372, G_loss: -1.5558
  Batch [1150/1299] D_loss: -0.6998, G_loss: 1.6676
  Batch [1160/1299] D_loss: -0.1955, G_loss: -0.7070
  Batch [1170/1299] D_loss: 0.0220, G_loss: -0.2231
  Batch [1180/1299] D_loss: -0.4645, G_loss: 0.9889
  Batch [1190/1299] D_loss: -0.4066, G_loss: 0.0998
  Batch [1200/1299] D_loss: -0.4706, G_loss: 0.5695
  Batch [1210/1299] D_loss: -0.4417, G_loss: -0.6036
  Batch [1220/1299] D_loss: -0.1833, G_loss: 0.1129
  Batch [1230/1299] D_loss: -0.1578, G_loss: 0.7618
  Batch [1240/1299] D_loss: -0.2540, G_loss: -1.1892
  Batch [1250/1299] D_loss: -0.5032, G_loss: 0.5353
  Batch [1260/1299] D_loss: -0.4387, G_loss: 0.1475
  Batch [1270/1299] D_loss: -0.3616, G_loss: 0.0793
  Batch [1280/1299] D_loss: -0.4128, G_loss: 0.1341
  Batch [1290/1299] D_loss: -0.4949, G_loss: 0.4984

Epoch 5 Summary:
  Average D_loss: -0.1302
  Average G_loss: 0.0334

Epoch [6/200]
  Batch [0/1299] D_loss: -0.9258, G_loss: -0.6357
  Batch [10/1299] D_loss: -0.3490, G_loss: 0.6276
  Batch [20/1299] D_loss: -0.5098, G_loss: -0.5278
  Batch [30/1299] D_loss: -0.5798, G_loss: -0.9937
  Batch [40/1299] D_loss: -0.1774, G_loss: 0.6553
  Batch [50/1299] D_loss: -0.4234, G_loss: 0.3379
  Batch [60/1299] D_loss: -0.1389, G_loss: -0.2270
  Batch [70/1299] D_loss: -0.3367, G_loss: 0.8351
  Batch [80/1299] D_loss: -0.2660, G_loss: -0.3419
  Batch [90/1299] D_loss: -0.2475, G_loss: -1.1508
  Batch [100/1299] D_loss: -0.1597, G_loss: 1.0415
  Batch [110/1299] D_loss: -0.4160, G_loss: 0.3397
  Batch [120/1299] D_loss: -0.4286, G_loss: 0.4529
  Batch [130/1299] D_loss: -0.2567, G_loss: -0.3079
  Batch [140/1299] D_loss: -0.2798, G_loss: 0.7394
  Batch [150/1299] D_loss: -0.3907, G_loss: -0.3903
  Batch [160/1299] D_loss: -0.4330, G_loss: -1.5770
  Batch [170/1299] D_loss: -0.2033, G_loss: -0.6188
  Batch [180/1299] D_loss: -0.1329, G_loss: 1.0661
  Batch [190/1299] D_loss: -0.1966, G_loss: -0.0131
  Batch [200/1299] D_loss: -0.3762, G_loss: 0.0357
  Batch [210/1299] D_loss: -0.5327, G_loss: -0.3709
  Batch [220/1299] D_loss: -0.5070, G_loss: -1.5417
  Batch [230/1299] D_loss: -0.3852, G_loss: 1.0758
  Batch [240/1299] D_loss: -0.3243, G_loss: 0.0724
  Batch [250/1299] D_loss: -0.3082, G_loss: -0.3518
  Batch [260/1299] D_loss: -0.2335, G_loss: 0.9763
  Batch [270/1299] D_loss: -0.4023, G_loss: -0.1986
  Batch [280/1299] D_loss: -0.1530, G_loss: -0.1887
  Batch [290/1299] D_loss: -0.5807, G_loss: 0.0536
  Batch [300/1299] D_loss: -0.3109, G_loss: -0.8649
  Batch [310/1299] D_loss: -0.0026, G_loss: -0.2756
  Batch [320/1299] D_loss: -0.1281, G_loss: 1.4947
  Batch [330/1299] D_loss: -0.5872, G_loss: -1.4506
  Batch [340/1299] D_loss: -0.1286, G_loss: -0.2853
  Batch [350/1299] D_loss: -0.3947, G_loss: 1.3224
  Batch [360/1299] D_loss: -0.0968, G_loss: -0.2586
  Batch [370/1299] D_loss: -0.0273, G_loss: -0.4204
  Batch [380/1299] D_loss: -0.1595, G_loss: 0.3339
  Batch [390/1299] D_loss: -0.1089, G_loss: 0.3152
  Batch [400/1299] D_loss: -0.0586, G_loss: 0.9217
  Batch [410/1299] D_loss: -0.2812, G_loss: -0.5597
  Batch [420/1299] D_loss: -0.4729, G_loss: -0.1844
  Batch [430/1299] D_loss: -0.2642, G_loss: 0.0272
  Batch [440/1299] D_loss: -0.3215, G_loss: -0.2818
  Batch [450/1299] D_loss: -0.3371, G_loss: 0.6020
  Batch [460/1299] D_loss: -0.1362, G_loss: 0.8379
  Batch [470/1299] D_loss: -0.2750, G_loss: -0.9281
  Batch [480/1299] D_loss: -0.1299, G_loss: -0.8682
  Batch [490/1299] D_loss: -0.1059, G_loss: 0.4104
  Batch [500/1299] D_loss: -0.2623, G_loss: 0.1146
  Batch [510/1299] D_loss: -0.2928, G_loss: -1.0200
  Batch [520/1299] D_loss: -0.3281, G_loss: 0.6455
  Batch [530/1299] D_loss: -0.1220, G_loss: 0.3109
  Batch [540/1299] D_loss: -0.7040, G_loss: -1.7378
  Batch [550/1299] D_loss: -0.3554, G_loss: 1.0138
  Batch [560/1299] D_loss: -0.3891, G_loss: -0.0349
  Batch [570/1299] D_loss: -0.3899, G_loss: -0.9842
  Batch [580/1299] D_loss: -0.4927, G_loss: 1.2152
  Batch [590/1299] D_loss: -0.2363, G_loss: -0.6170
  Batch [600/1299] D_loss: -0.2836, G_loss: -1.1299
  Batch [610/1299] D_loss: -0.3894, G_loss: 1.1550
  Batch [620/1299] D_loss: 0.1247, G_loss: -0.6147
  Batch [630/1299] D_loss: -0.2670, G_loss: 0.1959
  Batch [640/1299] D_loss: -0.6207, G_loss: -1.0650
  Batch [650/1299] D_loss: -0.5359, G_loss: -1.0295
  Batch [660/1299] D_loss: -0.1766, G_loss: 0.6531
  Batch [670/1299] D_loss: -0.2120, G_loss: -0.6250
  Batch [680/1299] D_loss: -0.1545, G_loss: -0.0770
  Batch [690/1299] D_loss: -0.4632, G_loss: -0.3940
  Batch [700/1299] D_loss: -0.2876, G_loss: 0.2513
  Batch [710/1299] D_loss: -0.2964, G_loss: -0.6506
  Batch [720/1299] D_loss: -0.0915, G_loss: 0.8564
  Batch [730/1299] D_loss: -0.5525, G_loss: -0.3913
  Batch [740/1299] D_loss: -0.5743, G_loss: -0.5889
  Batch [750/1299] D_loss: -0.2175, G_loss: 1.1410
  Batch [760/1299] D_loss: -0.4002, G_loss: 0.0805
  Batch [770/1299] D_loss: -0.2398, G_loss: -0.7394
  Batch [780/1299] D_loss: -0.2726, G_loss: 0.8829
  Batch [790/1299] D_loss: -0.3414, G_loss: 0.4775
  Batch [800/1299] D_loss: -0.3503, G_loss: -1.6971
  Batch [810/1299] D_loss: -0.5032, G_loss: 1.2334
  Batch [820/1299] D_loss: -0.3362, G_loss: 0.1751
  Batch [830/1299] D_loss: -0.0595, G_loss: -1.5290
  Batch [840/1299] D_loss: -0.3768, G_loss: 1.1394
  Batch [850/1299] D_loss: -0.1349, G_loss: 0.3644
  Batch [860/1299] D_loss: -0.4062, G_loss: 0.1499
  Batch [870/1299] D_loss: -0.5791, G_loss: 0.6981
  Batch [880/1299] D_loss: -0.2723, G_loss: -0.8805
  Batch [890/1299] D_loss: -0.2510, G_loss: -0.0941
  Batch [900/1299] D_loss: -0.2126, G_loss: 0.3118
  Batch [910/1299] D_loss: -0.2859, G_loss: 0.2075
  Batch [920/1299] D_loss: -0.4425, G_loss: -0.2033
  Batch [930/1299] D_loss: -0.2500, G_loss: 0.1803
  Batch [940/1299] D_loss: -0.3354, G_loss: 0.0946
  Batch [950/1299] D_loss: -0.2743, G_loss: -0.5529
  Batch [960/1299] D_loss: -0.2019, G_loss: -0.0944
  Batch [970/1299] D_loss: -0.6132, G_loss: 0.2186
  Batch [980/1299] D_loss: -0.3641, G_loss: -1.0843
  Batch [990/1299] D_loss: -0.2024, G_loss: -0.2636
  Batch [1000/1299] D_loss: -0.1629, G_loss: 1.2845
  Batch [1010/1299] D_loss: -0.2952, G_loss: 0.4791
  Batch [1020/1299] D_loss: -0.0643, G_loss: -0.5106
  Batch [1030/1299] D_loss: -0.4642, G_loss: -0.2356
  Batch [1040/1299] D_loss: -0.3816, G_loss: -1.0652
  Batch [1050/1299] D_loss: -0.6949, G_loss: -0.7156
  Batch [1060/1299] D_loss: -0.4674, G_loss: -0.7884
  Batch [1070/1299] D_loss: -0.2815, G_loss: -0.5451
  Batch [1080/1299] D_loss: -0.2927, G_loss: -0.2419
  Batch [1090/1299] D_loss: -0.1480, G_loss: 1.0316
  Batch [1100/1299] D_loss: -0.1347, G_loss: -0.8529
  Batch [1110/1299] D_loss: -0.4328, G_loss: 0.0796
  Batch [1120/1299] D_loss: -0.1582, G_loss: 0.4486
  Batch [1130/1299] D_loss: -0.2851, G_loss: 0.0788
  Batch [1140/1299] D_loss: -0.3909, G_loss: 0.3465
  Batch [1150/1299] D_loss: -0.2728, G_loss: 0.7091
  Batch [1160/1299] D_loss: -0.3457, G_loss: 0.1524
  Batch [1170/1299] D_loss: -0.4907, G_loss: 0.6602
  Batch [1180/1299] D_loss: -0.1643, G_loss: -0.1860
  Batch [1190/1299] D_loss: -0.4428, G_loss: 0.5075
  Batch [1200/1299] D_loss: -0.4130, G_loss: -0.1008
  Batch [1210/1299] D_loss: -0.2080, G_loss: -0.9833
  Batch [1220/1299] D_loss: -0.1920, G_loss: 0.8166
  Batch [1230/1299] D_loss: -0.2622, G_loss: 0.2536
  Batch [1240/1299] D_loss: -0.3770, G_loss: -0.9311
  Batch [1250/1299] D_loss: -0.0996, G_loss: 0.3823
  Batch [1260/1299] D_loss: -0.4196, G_loss: -0.0647
  Batch [1270/1299] D_loss: -0.3155, G_loss: -0.2071
  Batch [1280/1299] D_loss: -0.6058, G_loss: 0.9915
  Batch [1290/1299] D_loss: -0.3754, G_loss: 1.0710

Epoch 6 Summary:
  Average D_loss: -0.1442
  Average G_loss: 0.0250

Epoch [7/200]
  Batch [0/1299] D_loss: -0.1940, G_loss: 0.2602
  Batch [10/1299] D_loss: -0.2270, G_loss: 0.4447
  Batch [20/1299] D_loss: -0.5463, G_loss: -0.8296
  Batch [30/1299] D_loss: -0.4349, G_loss: 1.1556
  Batch [40/1299] D_loss: -0.5007, G_loss: -0.6772
  Batch [50/1299] D_loss: -0.0517, G_loss: -0.3419
  Batch [60/1299] D_loss: -0.3909, G_loss: -0.0360
  Batch [70/1299] D_loss: -0.3340, G_loss: 0.1597
  Batch [80/1299] D_loss: -0.2102, G_loss: 0.2387
  Batch [90/1299] D_loss: -0.1618, G_loss: 0.5732
  Batch [100/1299] D_loss: -0.4479, G_loss: 0.2454
  Batch [110/1299] D_loss: -0.1931, G_loss: 0.1277
  Batch [120/1299] D_loss: -0.3512, G_loss: -0.5768
  Batch [130/1299] D_loss: -0.0535, G_loss: -0.2026
  Batch [140/1299] D_loss: -0.1855, G_loss: -0.2913
  Batch [150/1299] D_loss: -0.3352, G_loss: 0.1151
  Batch [160/1299] D_loss: -0.3516, G_loss: 0.0668
  Batch [170/1299] D_loss: -0.2526, G_loss: 0.4488
  Batch [180/1299] D_loss: -0.2715, G_loss: 0.2151
  Batch [190/1299] D_loss: -0.4266, G_loss: -0.1006
  Batch [200/1299] D_loss: -0.5614, G_loss: 1.0286
  Batch [210/1299] D_loss: -0.1998, G_loss: 0.1775
  Batch [220/1299] D_loss: -0.1904, G_loss: 0.5906
  Batch [230/1299] D_loss: -0.5943, G_loss: 0.0505
  Batch [240/1299] D_loss: -0.4313, G_loss: -1.0608
  Batch [250/1299] D_loss: -0.3257, G_loss: 1.3381
  Batch [260/1299] D_loss: -0.1658, G_loss: -1.2599
  Batch [270/1299] D_loss: -0.5970, G_loss: 1.0360
  Batch [280/1299] D_loss: -0.2085, G_loss: 0.3851
  Batch [290/1299] D_loss: -0.3448, G_loss: -0.4392
  Batch [300/1299] D_loss: -0.4451, G_loss: -1.0184
  Batch [310/1299] D_loss: -0.3500, G_loss: 0.2493
  Batch [320/1299] D_loss: -0.2704, G_loss: 0.1645
  Batch [330/1299] D_loss: -0.4130, G_loss: -1.2048
  Batch [340/1299] D_loss: -0.2150, G_loss: 0.4168
  Batch [350/1299] D_loss: -0.3839, G_loss: 0.1066
  Batch [360/1299] D_loss: -0.2622, G_loss: 0.0100
  Batch [370/1299] D_loss: -0.1674, G_loss: 0.7532
  Batch [380/1299] D_loss: -0.3656, G_loss: 0.2648
  Batch [390/1299] D_loss: -0.3545, G_loss: -0.1269
  Batch [400/1299] D_loss: -0.4967, G_loss: -0.5849
  Batch [410/1299] D_loss: -0.9019, G_loss: 1.3267
  Batch [420/1299] D_loss: -0.4534, G_loss: -0.9779
  Batch [430/1299] D_loss: -0.4045, G_loss: 0.3430
  Batch [440/1299] D_loss: -0.4686, G_loss: 0.9992
  Batch [450/1299] D_loss: -0.4159, G_loss: -0.3821
  Batch [460/1299] D_loss: -0.1199, G_loss: -0.2813
  Batch [470/1299] D_loss: -0.0879, G_loss: 0.8160
  Batch [480/1299] D_loss: -0.2410, G_loss: 0.4495
  Batch [490/1299] D_loss: 0.0546, G_loss: -1.5463
  Batch [500/1299] D_loss: -0.4021, G_loss: 0.4732
  Batch [510/1299] D_loss: -0.7420, G_loss: 0.9158
  Batch [520/1299] D_loss: -0.1508, G_loss: -0.6098
  Batch [530/1299] D_loss: -0.3326, G_loss: 0.1862
  Batch [540/1299] D_loss: -0.2955, G_loss: 0.9487
  Batch [550/1299] D_loss: -0.3812, G_loss: -0.9983
  Batch [560/1299] D_loss: -0.3531, G_loss: -0.8541
  Batch [570/1299] D_loss: -0.4509, G_loss: 0.9525
  Batch [580/1299] D_loss: -0.2848, G_loss: 0.1417
  Batch [590/1299] D_loss: -0.4578, G_loss: -0.2936
  Batch [600/1299] D_loss: -0.3252, G_loss: 0.0426
  Batch [610/1299] D_loss: -0.5890, G_loss: -0.5096
  Batch [620/1299] D_loss: -0.3131, G_loss: -1.0496
  Batch [630/1299] D_loss: -0.0543, G_loss: 0.7566
